,Temporal Dark Patterns,Monetary Dark Patterns,Social Dark Patterns,Psychological Dark Patterns,Temporal Dark Patterns Present,Monetary Dark Patterns Present,Social Dark Patterns Present,Psychological Dark Patterns Present,Temporal Dark Patterns Absence,Monetary Dark Patterns Absence,Social Dark Patterns Absence,Psychological Dark Patterns Absence
219,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,5,7,4,4,2,4,3,3
220,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 9 reported Monetary Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,5,9,3,3,2,2,4,4
221,This game has 5 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,5,6,3,4,0,4,3,3
222,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 5 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,5,7,3,5,2,4,4,2
223,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 5 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,5,7,3,5,2,4,4,2
224,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,5,7,4,4,2,4,3,3
225,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 5 reported Social Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,5,7,5,3,2,3,2,4
226,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 5 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,5,7,3,5,2,4,4,2
227,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,5,7,4,4,2,4,3,3
228,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 8 reported Monetary Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,5,8,4,3,2,3,3,4
229,This game has 4 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 4 reported Monetary Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,4,4,3,3,0,3,2,0
230,This game has 4 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,4,7,1,2,1,2,2,0
231,This game has 13 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 22 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 13 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 14 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,13,22,13,14,7,11,7,7
232,This game has 9 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 9 reported Monetary Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 6 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,9,9,6,2,1,3,4,1
233,This game has 93 reported Temporal Dark Patterns. There are 113 votes indicating the absence of a dark pattern.,This game has 108 reported Monetary Dark Patterns. There are 50 votes indicating the absence of a dark pattern.,This game has 60 reported Social Dark Patterns. There are 49 votes indicating the absence of a dark pattern.,This game has 89 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,93,108,60,89,113,50,49,0
234,This game has 4 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,4,7,0,1,1,0,2,0
235,This game has 4 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 3 reported Monetary Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,4,3,3,2,0,3,0,0
236,This game has 10 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 11 reported Monetary Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,This game has 8 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 10 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,10,11,8,10,4,10,5,4
237,This game has 4 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 4 reported Monetary Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,4,4,0,3,0,1,0,0
238,This game has 4 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 4 reported Monetary Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,4,4,1,1,0,1,0,0
239,This game has 25 reported Temporal Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,This game has 30 reported Monetary Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 18 reported Social Dark Patterns. There are 17 votes indicating the absence of a dark pattern.,This game has 24 reported Psychological Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,25,30,18,24,8,21,17,11
240,This game has 6 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 5 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,6,6,2,5,0,4,5,2
